customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,AvgChargesPerMonth,tenure_group,HighMonthlyCharges,LongTenure,HighCharge_LongTenure,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_Payment_Month-to-month_Credit card (automatic),Contract_Payment_Month-to-month_Electronic check,Contract_Payment_Month-to-month_Mailed check,Contract_Payment_One year_Bank transfer (automatic),Contract_Payment_One year_Credit card (automatic),Contract_Payment_One year_Electronic check,Contract_Payment_One year_Mailed check,Contract_Payment_Two year_Bank transfer (automatic),Contract_Payment_Two year_Credit card (automatic),Contract_Payment_Two year_Electronic check,Contract_Payment_Two year_Mailed check
1349-WXNGG,-0.440327089412664,-1.2802480369298874,-1.4874502802669807,-0.9985177248821806,1,-1.482567019809295,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8058-DMYRU,2.271039016322759,0.8791819107145575,0.8393807556031058,1.1684848068242641,0,0.8789567653167394,49-60,1.000853606642837,1.4631089525584626,2.0219490246236567,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
9350-ZXYJC,-0.440327089412664,-1.1580161531009565,-1.3129379525767242,-0.9557666595139608,0,-1.17818132240064,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
6990-YNRIO,-0.440327089412664,1.3273654847539706,1.4576530022771577,2.0535730399352494,1,1.3894322922803717,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
8958-JPTRR,-0.440327089412664,0.9606698332671781,-1.346178395946297,-0.45071730884038147,0,-1.4003917557275414,49-60,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
6959-GQEGV,-0.440327089412664,0.512486259227765,0.37069050409213133,0.43699598968795117,0,0.2634427173081549,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3173-WSSUE,-0.440327089412664,1.5718292524118322,-1.499084435446331,-0.3827082610951688,0,-1.4861600367605976,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1265-HVPZB,-0.440327089412664,1.082901717096109,0.0532442699127125,0.7389446908026028,0,0.07582598235073167,49-60,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
4115-UMJFQ,-0.440327089412664,1.4903413298592119,-0.9655753193646899,0.09218592633880428,0,-0.9501756385032252,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7369-TRPFD,-0.440327089412664,-0.5468567339563023,-1.5290008344789465,-0.8841839933014355,0,-1.6599891162580203,13-24,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1098-KFQEC,-0.440327089412664,0.9199258719908678,-1.509056568457203,-0.5295575088538068,0,-1.4944638510252672,49-60,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7190-XHTWJ,-0.440327089412664,0.22727853029359305,-1.5123806127941604,-0.6740464036741581,0,-1.488146879353628,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0621-TWIEM,-0.440327089412664,-0.9135523854430948,-0.6398189743428778,-0.8297414601080574,1,-0.8130013115503651,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3537-RYBHH,2.271039016322759,0.5939741817803856,0.08814673545076371,0.4273781029487644,0,0.14551096778925726,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2485-ITVKB,-0.440327089412664,-1.2395040756535771,-0.987181607554912,-0.9770318953317956,1,-1.007973809972127,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3669-OYSJI,-0.440327089412664,-1.2802480369298874,-0.6182126861526555,-0.9869806726698077,1,-0.6162066402461572,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1612-EOHDH,-0.440327089412664,-1.2802480369298874,-0.6531151516907069,-0.9874439195081629,1,-0.6509935770928609,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
6702-OHFWR,2.271039016322759,-1.2802480369298874,-0.7146099719244163,-0.9882601163185984,1,-0.7122848467751478,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
5296-BFCYD,-0.440327089412664,0.5532302205040753,-1.485788258098502,-0.5940370568782171,0,-1.4720877251691389,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
4510-PYUSH,2.271039016322759,0.22727853029359305,-0.25422983125583487,-0.014404965229430442,1,-0.18459578596143214,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
9359-JANWS,-0.440327089412664,1.3273654847539706,-0.19605905535908272,0.6943406380809616,0,-0.18087297342169753,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7517-SAWMO,-0.440327089412664,-0.5468567339563023,0.27927928482580655,-0.371568277601386,1,0.36602301016727773,13-24,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
4143-HHPMK,-0.440327089412664,0.797693988161937,0.6831506717661141,0.9067724025267607,1,0.6173916587023259,49-60,1.000853606642837,1.4631089525584626,2.0219490246236567,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3279-DYZQM,-0.440327089412664,1.5718292524118322,-1.5073945462887242,-0.39920867228992035,0,-1.5036118333812105,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
7054-LGEQW,-0.440327089412664,-1.2802480369298874,-0.6265227969950485,-0.9870909695360828,1,-0.6244892442572771,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0523-VNGTF,2.271039016322759,0.797693988161937,-0.4752787796634931,0.12485585812948227,0,-0.5117821173675,49-60,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
9575-IWCAZ,-0.440327089412664,-1.076528230548336,-1.3195860412506386,-0.931920477025289,0,-1.2026150042334436,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
7105-MXJLL,2.271039016322759,-0.26164900502213034,-0.1362262572938518,-0.30261067680620757,0,-0.11135006959912823,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
7064-FRRSW,2.271039016322759,0.6347181430566958,1.1368827237607813,1.0857842164912113,0,1.1277991668452687,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
7940-UQQUG,-0.440327089412664,1.2866215234776603,1.3163811179564737,1.9581221318607984,0,1.3326900835703464,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0923-PNFUB,-0.440327089412664,-1.1987601143772668,0.6299659623747981,-0.8982799328113904,1,0.5836665941647401,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3961-SXAXY,-0.440327089412664,-1.2802480369298874,-0.6896796393972369,-0.9879292257197732,0,-0.6874370347417883,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7010-BRBUU,-0.440327089412664,1.6125732136881425,-1.3528264846202114,-0.2420576972211901,0,-1.3486419143961594,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3566-HJGPK,-0.440327089412664,-1.2802480369298874,-0.6398189743428778,-0.9872674445221227,0,-0.6377414106750691,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
3062-ICYZQ,-0.440327089412664,0.7569500268856267,0.9640324182390032,0.9953407861456479,0,0.8020025320578685,49-60,1.000853606642837,1.4631089525584626,2.0219490246236567,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
9938-PRCVK,-0.440327089412664,0.3495104141225239,-1.499084435446331,-0.652538514750518,0,-1.4969504687261665,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0973-KYVNF,-0.440327089412664,1.6125732136881425,0.19451615423339633,1.2034930321799735,0,0.1590220879612972,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
5129-HHMZC,-0.440327089412664,0.4309983366751445,0.7197151594726443,0.5696610604436142,0,0.6072302815452127,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
9637-CDTKZ,-0.440327089412664,1.6125732136881425,1.6388134186413281,2.5602547842297003,0,1.5740819760277613,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3946-JEWRQ,-0.440327089412664,0.5939741817803856,1.010569038956405,1.00577486969527,0,1.0696381046895245,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
7873-CVMAW,-0.440327089412664,1.6125732136881425,0.7895200905487467,1.799625535023512,0,0.7807695623960286,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0463-WZZKO,-0.440327089412664,-1.1987601143772668,-1.4641819699082799,-0.9777598546492112,0,-1.4058148893062512,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3494-JCHRQ,-0.440327089412664,-1.2802480369298874,0.17457188821165245,-0.9764583516271651,1,0.17395378241467738,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
6474-FVJLC,-0.440327089412664,-1.2395040756535771,0.7047569599563366,-0.9343690674565958,1,0.5938818057784543,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
4524-QCSSM,-0.440327089412664,-0.26164900502213034,-0.6697353733754932,-0.49710817079567904,0,-0.6731017585686963,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5832-EXGTT,-0.440327089412664,-0.13941712119319946,-0.15284647897863812,-0.1981595444437093,0,-0.05144728950172904,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
8840-DQLGN,2.271039016322759,0.10504664646466222,1.1867433888151402,0.6044486920667735,1,1.3113682943874347,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2039-JONDJ,-0.440327089412664,-0.22090504374582004,-0.3107385849841083,-0.35544287575196964,0,-0.3336778145335131,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7217-JYHOQ,-0.440327089412664,-0.3431369275747509,0.18288199905404562,-0.25449918373701885,0,0.20880974096147378,13-24,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
6695-FRVEC,-0.440327089412664,1.4088534073065913,-0.14619839030472373,0.7369593472096514,0,-0.19179117620172886,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,True,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
4547-LYTDD,-0.440327089412664,-0.6690886177852331,0.26099704097254167,-0.4804533439881424,1,0.3261466311190048,13-24,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
9894-QMIMJ,-0.440327089412664,-0.38388088885106114,-0.29910442980475804,-0.4215327580239961,0,-0.2341265160810196,13-24,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8069-YQQAJ,-0.440327089412664,-0.7505765403378537,-1.1201433810332027,-0.822197154454842,0,-1.1536293176533918,13-24,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
6770-XUAGN,-0.440327089412664,-1.2802480369298874,-1.4558718590658866,-0.9980985967903354,1,-1.4510931245670395,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
4193-ORFCL,2.271039016322759,-1.2802480369298874,-0.6547771738591854,-0.987465978881418,1,-0.6526500978950847,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
1636-NTNCO,2.271039016322759,-1.1580161531009565,-0.46032058014718524,-0.9158833126688928,0,-0.4294339197954045,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3466-WAESX,-0.440327089412664,-0.6690886177852331,0.14299346701055832,-0.5292486776282366,0,0.09713263021154085,13-24,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
9281-PKKZE,-0.440327089412664,0.5532302205040753,-0.6930036837341939,-0.12152528175578566,0,-0.7007252124813674,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3638-VBZTA,-0.440327089412664,1.4495973685829016,0.7213771816411229,1.5880320267614034,0,0.7193145353468551,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7459-IMVYU,-0.440327089412664,0.22727853029359305,0.17124784387469535,0.16511421431988552,0,0.1701612216306384,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
7776-QWNFX,2.271039016322759,-0.09867315991688919,-0.47860282400045034,-0.33344968061671926,1,-0.45994151123636273,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6689-TCZHQ,2.271039016322759,-1.1172721918246462,0.47041183420084937,-0.8404181967634847,1,0.36047802474509655,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
8563-OYMQY,-0.440327089412664,-0.6283446565089229,0.8692971546357213,-0.296081102322723,0,0.995100888317114,13-24,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
0754-EEBDC,-0.440327089412664,-1.1580161531009565,-1.4924363467724167,-0.9735465143575032,0,-1.5119702640487704,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
5777-ZPQNC,-0.440327089412664,-0.8320644628904743,-1.4841262359300234,-0.8923459614057913,0,-1.427073572934792,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1951-IEYXM,-0.440327089412664,1.6125732136881425,0.8576629994563706,1.8346999384989868,0,0.8173510634451415,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,True,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3318-NMQXL,-0.440327089412664,-1.1987601143772668,0.9041996201737725,-0.8896547178686793,0,0.7995664720545979,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3143-ILDAL,-0.440327089412664,0.9606698332671781,0.9856387064292257,1.253545750095604,1,0.8849561753120954,49-60,1.000853606642837,1.4631089525584626,2.0219490246236567,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1022-RKXDR,-0.440327089412664,0.3495104141225239,-1.327896152093032,-0.5828308952646691,0,-1.3692771581157335,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2361-FJWNO,-0.440327089412664,0.3087664528462136,-0.9572652085222967,-0.39724538807022397,0,-1.001430552803342,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2272-UOINI,-0.440327089412664,-1.0357842692720256,0.45545363468454153,-0.7554234316119102,0,0.5559001502417474,0-12,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
8232-UTFOZ,-0.440327089412664,1.4903413298592119,-1.4907743246039378,-0.3899878542693239,0,-1.4749326195903498,61-72,-0.9991471213800188,1.4631089525584626,-0.4945723100937865,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3750-YHRYO,-0.440327089412664,-1.0357842692720256,-1.4675060142452372,-0.9411854137923955,0,-1.436894374833691,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
6637-KYRCV,-0.440327089412664,-1.1172721918246462,-1.1400876470549464,-0.9335969893926702,0,-1.038950748973715,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
5668-MEISB,-0.440327089412664,1.6125732136881425,1.3728898716847469,2.3709853617016674,0,1.3766799137627381,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0129-QMPDR,-0.440327089412664,0.4717422979514547,-1.472492080750673,-0.6257143168724193,0,-1.495480352426632,25-48,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7188-CBBBA,-0.440327089412664,1.3273654847539706,1.0205411719672768,1.7076379485500974,0,0.9897775350422747,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
5356-CSVSQ,-0.440327089412664,-1.1987601143772668,-0.006588528152518674,-0.930508677136968,0,-0.2230590365183347,0-12,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
3221-CJMSG,-0.440327089412664,-0.3431369275747509,-0.4553345136417494,-0.44723192786608906,0,-0.3942328527481451,13-24,-0.9991471213800188,-0.6834760994738991,-0.4945723100937865,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
4720-VSTSI,-0.440327089412664,0.4717422979514547,0.6648684279128493,0.6967451097657583,1,0.761529240603531,25-48,1.000853606642837,-0.6834760994738991,-0.4945723100937865,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3219-JQRSL,2.271039016322759,1.6125732136881425,0.8078023344020117,1.7952357197457636,0,0.7761911229565482,61-72,1.000853606642837,1.4631089525584626,2.0219490246236567,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
